COUNTY NUMBER,PRECINCT CODE,PRECINCT NAME,REGISTERED VOTERS TOTAL,BALLOTS CAST TOTAL,BALLOTS CAST BLANK,DEM Jeffrey Williams,REP Duncan Webb,OVER VOTES,UNDER VOTES,Winning Candidate,Winning Party
COLL,116,PCT 116,4920,2748,0,1076,1557,0,115,REP Duncan Webb,REP
COLL,117,PCT 117,4367,2120,1,0,0,0,0,REP Duncan Webb,REP
COLL,118,PCT 118,4315,2281,1,0,0,0,0,REP Duncan Webb,REP
COLL,119,PCT 119,2374,1411,0,638,721,0,52,REP Duncan Webb,REP
COLL,120,PCT 120,3666,2126,0,795,1257,0,74,REP Duncan Webb,REP
COLL,121,PCT 121,2837,1545,0,0,0,0,0,REP Duncan Webb,REP
COLL,122,PCT 122,5090,3024,0,0,0,0,0,REP Duncan Webb,REP
COLL,123,PCT 123,2023,1141,0,429,664,0,48,REP Duncan Webb,REP
COLL,124,PCT 124,3253,1634,0,0,0,0,0,REP Duncan Webb,REP
COLL,125,PCT 125,5196,2674,1,0,0,0,0,REP Duncan Webb,REP
COLL,126,PCT 126,4804,2521,0,0,0,0,0,REP Duncan Webb,REP
COLL,127,PCT 127,3882,1912,0,0,0,0,0,REP Duncan Webb,REP
COLL,128,PCT 128,3071,1999,0,0,0,0,0,REP Duncan Webb,REP
COLL,129,PCT 129,4501,2319,0,0,0,0,0,REP Duncan Webb,REP
COLL,130,PCT 130,3867,2138,0,995,1048,0,95,REP Duncan Webb,REP
COLL,131,PCT 131,3119,1647,0,0,0,0,0,REP Duncan Webb,REP
COLL,132,PCT 132,2834,1605,8,832,710,0,63,DEM Jeffrey Williams,DEM
COLL,133,PCT 133,2855,1177,0,0,0,0,0,REP Duncan Webb,REP
COLL,134,PCT 134,4014,1906,0,0,0,0,0,REP Duncan Webb,REP
COLL,135,PCT 135,4223,2152,2,0,0,0,0,REP Duncan Webb,REP
COLL,136,PCT 136,2003,1232,1,514,673,0,45,REP Duncan Webb,REP
COLL,137,PCT 137,2003,1099,0,401,653,0,45,REP Duncan Webb,REP
COLL,138,PCT 138,2101,1361,1,578,733,0,50,REP Duncan Webb,REP
COLL,139,PCT 139,4196,2067,0,1096,905,0,66,DEM Jeffrey Williams,DEM
COLL,140,PCT 140,4861,2744,0,0,0,0,0,REP Duncan Webb,REP
COLL,141,PCT 141,3457,2026,0,0,0,0,0,REP Duncan Webb,REP
COLL,142,PCT 142,2873,1741,15,861,793,0,87,DEM Jeffrey Williams,DEM
COLL,143,PCT 143,2158,1288,0,503,734,0,51,REP Duncan Webb,REP
COLL,144,PCT 144,2874,1594,4,0,0,0,0,REP Duncan Webb,REP
COLL,145,PCT 145,1731,896,1,0,0,0,0,REP Duncan Webb,REP
COLL,146,PCT 146,4877,2371,1,0,0,0,0,REP Duncan Webb,REP
COLL,147,PCT 147,2253,980,0,447,505,0,28,REP Duncan Webb,REP
COLL,148,PCT 148,661,405,1,0,0,0,0,REP Duncan Webb,REP
COLL,149,PCT 149,4442,2460,0,0,0,0,0,REP Duncan Webb,REP
COLL,150,PCT 150,2788,1902,0,0,0,0,0,REP Duncan Webb,REP
COLL,151,PCT 151,1772,893,0,0,0,0,0,REP Duncan Webb,REP
COLL,152,PCT 152,187,92,0,0,0,0,0,REP Duncan Webb,REP
COLL,153,PCT 153,4939,2503,6,0,0,0,0,REP Duncan Webb,REP
COLL,154,PCT 154,1939,1158,0,0,0,0,0,REP Duncan Webb,REP
COLL,155,PCT 155,2911,1553,0,0,0,0,0,REP Duncan Webb,REP
COLL,156,PCT 156,3726,1870,0,0,0,0,0,REP Duncan Webb,REP
COLL,157,PCT 157,4029,2164,0,994,1092,0,78,REP Duncan Webb,REP
COLL,158,PCT 158,2781,1427,0,0,0,0,0,REP Duncan Webb,REP
COLL,159,PCT 159,3284,1445,1,0,0,0,0,REP Duncan Webb,REP
COLL,160,PCT 160,434,283,0,0,0,0,0,REP Duncan Webb,REP
COLL,161,PCT 161,292,152,0,0,0,0,0,REP Duncan Webb,REP
COLL,162,PCT 162,328,229,0,0,0,0,0,REP Duncan Webb,REP
COLL,163,PCT 163,2180,1028,0,0,0,0,0,REP Duncan Webb,REP
COLL,164,PCT 164,2052,1392,100,561,722,0,109,REP Duncan Webb,REP
COLL,165,PCT 165,934,557,0,0,0,0,0,REP Duncan Webb,REP
COLL,166,PCT 166,4174,2127,5,0,0,0,0,REP Duncan Webb,REP
COLL,167,PCT 167,5051,2653,0,0,0,0,0,REP Duncan Webb,REP
COLL,168,PCT 168,1923,1113,1,0,0,0,0,REP Duncan Webb,REP
COLL,169,PCT 169,3342,1772,0,0,0,0,0,REP Duncan Webb,REP
COLL,170,PCT 170,1882,1007,3,0,0,0,0,REP Duncan Webb,REP
COLL,171,PCT 171,2490,1222,1,549,616,0,57,REP Duncan Webb,REP
COLL,172,PCT 172,6178,2987,0,0,0,0,0,REP Duncan Webb,REP
COLL,173,PCT 173,650,389,0,0,0,0,0,REP Duncan Webb,REP
COLL,174,PCT 174,4497,2129,1,0,0,0,0,REP Duncan Webb,REP
COLL,175,PCT 175,1978,1116,0,0,0,0,0,REP Duncan Webb,REP
COLL,176,PCT 176,4032,1467,0,802,621,0,44,DEM Jeffrey Williams,DEM
COLL,177,PCT 177,3203,1500,0,0,0,0,0,REP Duncan Webb,REP
COLL,178,PCT 178,3002,1556,0,0,0,0,0,REP Duncan Webb,REP
COLL,179,PCT 179,4634,3237,0,0,0,0,0,REP Duncan Webb,REP
COLL,180,PCT 180,3313,1580,0,0,0,0,0,REP Duncan Webb,REP
COLL,181,PCT 181,2563,1147,0,0,0,0,0,REP Duncan Webb,REP
COLL,182,PCT 182,3909,2004,0,846,1076,0,82,REP Duncan Webb,REP
COLL,183,PCT 183,115,46,0,0,0,0,0,REP Duncan Webb,REP
COLL,184,PCT 184,3232,1307,1,0,0,0,0,REP Duncan Webb,REP
COLL,185,PCT 185,48,22,0,0,0,0,0,REP Duncan Webb,REP
COLL,186,PCT 186,146,68,0,0,0,0,0,REP Duncan Webb,REP
COLL,187,PCT 187,573,337,0,0,0,0,0,REP Duncan Webb,REP
COLL,188,PCT 188,64,41,0,0,0,0,0,REP Duncan Webb,REP
COLL,189,PCT 189,849,440,1,0,0,0,0,REP Duncan Webb,REP
COLL,190,PCT 190,82,42,0,0,0,0,0,REP Duncan Webb,REP
COLL,191,PCT 191,603,227,0,0,0,0,0,REP Duncan Webb,REP
COLL,192,PCT 192,3404,1841,1,0,0,0,0,REP Duncan Webb,REP
COLL,193,PCT 193,1193,604,0,0,0,0,0,REP Duncan Webb,REP
COLL,194,PCT 194,31,17,0,0,0,0,0,REP Duncan Webb,REP
COLL,195,PCT 195,916,541,0,0,0,0,0,REP Duncan Webb,REP
COLL,196,PCT 196,1904,994,0,0,0,0,0,REP Duncan Webb,REP
COLL,197,PCT 197,1283,681,0,0,0,0,0,REP Duncan Webb,REP
COLL,198,PCT 198,124,65,0,0,0,0,0,REP Duncan Webb,REP
COLL,199,PCT 199,3269,1928,0,0,0,0,0,REP Duncan Webb,REP
COLL,200,PCT 200,1943,991,1,0,0,0,0,REP Duncan Webb,REP
COLL,201,PCT 201,0,0,0,0,0,0,0,REP Duncan Webb,REP
COLL,202,PCT 202,2,2,0,0,0,0,0,REP Duncan Webb,REP
COLL,203,PCT 203,3150,1853,0,0,0,0,0,REP Duncan Webb,REP
COLL,204,PCT 204,349,230,0,0,0,0,0,REP Duncan Webb,REP
COLL,205,PCT 205,34,18,0,0,0,0,0,REP Duncan Webb,REP
COLL,205,PCT 205,34,0,0,0,0,0,0,REP Duncan Webb,REP
COLL,206,PCT 206,1781,996,0,0,0,0,0,REP Duncan Webb,REP
COLL,207,PCT 207,3993,2125,1,0,0,0,0,REP Duncan Webb,REP
COLL,208,PCT 208,3375,2140,0,0,0,0,0,REP Duncan Webb,REP
COLL,209,PCT 209,1187,614,0,0,0,0,0,REP Duncan Webb,REP
COLL,210,PCT 210,1661,914,1,0,0,0,0,REP Duncan Webb,REP
COLL,211,PCT 211,3302,1758,1,0,0,0,0,REP Duncan Webb,REP
COLL,212,PCT 212,5564,2799,1,0,0,0,0,REP Duncan Webb,REP
COLL,213,PCT 213,3612,1848,0,0,0,0,0,REP Duncan Webb,REP
COLL,214,PCT 214,4427,2716,0,0,0,0,0,REP Duncan Webb,REP
COLL,215,PCT 215,2543,1056,0,0,0,0,0,REP Duncan Webb,REP
COLL,216,PCT 216,6210,3332,0,0,0,0,0,REP Duncan Webb,REP
COLL,217,PCT 217,2919,1550,0,0,0,0,0,REP Duncan Webb,REP
COLL,218,PCT 218,4110,2281,1,1059,1144,0,78,REP Duncan Webb,REP
COLL,219,PCT 219,4072,2234,0,1033,1125,0,76,REP Duncan Webb,REP
COLL,220,PCT 220,4641,2219,0,0,0,0,0,REP Duncan Webb,REP
COLL,221,PCT 221,5138,2874,0,0,0,0,0,REP Duncan Webb,REP
COLL,222,PCT 222,3575,1933,0,895,972,0,66,REP Duncan Webb,REP
COLL,223,PCT 223,2154,1196,0,0,0,0,0,REP Duncan Webb,REP
COLL,224,PCT 224,3036,1808,0,0,0,0,0,REP Duncan Webb,REP
COLL,225,PCT 225,3815,1819,0,0,0,0,0,REP Duncan Webb,REP
COLL,226,PCT 226,4365,2250,0,0,0,0,0,REP Duncan Webb,REP
COLL,227,PCT 227,4310,2285,1,0,0,0,0,REP Duncan Webb,REP
COLL,228,PCT 228,5265,2155,0,0,0,0,0,REP Duncan Webb,REP
COLL,229,PCT 229,1738,866,0,0,0,0,0,REP Duncan Webb,REP
COLL,230,PCT 230,4826,2039,0,0,0,0,0,REP Duncan Webb,REP
COLL,231,PCT 231,3247,1754,0,0,0,0,0,REP Duncan Webb,REP
COLL,232,PCT 232,3600,1991,0,0,0,0,0,REP Duncan Webb,REP
COLL,233,PCT 233,1922,968,0,0,0,0,0,REP Duncan Webb,REP
COLL,234,PCT 234,2546,1484,0,0,0,0,0,REP Duncan Webb,REP
COLL,235,PCT 235,1874,966,0,0,0,0,0,REP Duncan Webb,REP
COLL,236,PCT 236,2889,1678,0,0,0,0,0,REP Duncan Webb,REP
COLL,237,PCT 237,2253,1011,0,0,0,0,0,REP Duncan Webb,REP
COLL,238,PCT 238,3923,1715,0,0,0,0,0,REP Duncan Webb,REP
COLL,239,PCT 239,4257,2284,0,0,0,0,0,REP Duncan Webb,REP
COLL,240,PCT 240,6041,3348,0,0,0,0,0,REP Duncan Webb,REP
COLL,241,PCT 241,1507,870,3,0,0,0,0,REP Duncan Webb,REP
COLL,242,PCT 242,3356,1912,0,0,0,0,0,REP Duncan Webb,REP
COLL,243,PCT 243,1517,915,0,0,0,0,0,REP Duncan Webb,REP
COLL,244,PCT 244,3107,1762,0,0,0,0,0,REP Duncan Webb,REP
COLL,245,PCT 245,2774,1151,0,0,0,0,0,REP Duncan Webb,REP
COLL,246,PCT 246,2832,1691,0,718,930,0,43,REP Duncan Webb,REP
COLL,247,PCT 247,2148,1364,0,0,0,0,0,REP Duncan Webb,REP
COLL,248,PCT 248,2116,1087,0,0,0,0,0,REP Duncan Webb,REP
COLL,249,PCT LB 96,0,380,0,0,0,0,0,REP Duncan Webb,REP
COLL,250,PCT LB 97,0,188,0,0,0,0,0,REP Duncan Webb,REP
COLL,251,PCT LB 98,0,9,0,0,0,0,0,REP Duncan Webb,REP
COLL,252,PCT LB 99,0,0,0,0,0,0,0,REP Duncan Webb,REP
COLL,253,PCT LB 100,0,5,0,0,0,0,0,REP Duncan Webb,REP
COLL,254,PCT LB 101,0,0,0,0,0,0,0,REP Duncan Webb,REP
COLL,255,PCT LB 102,0,2,0,0,0,0,0,REP Duncan Webb,REP
COLL,256,PCT LB 103,0,1,0,0,0,0,0,REP Duncan Webb,REP
COLL,257,PCT LB 104,0,5,0,0,0,0,0,REP Duncan Webb,REP
COLL,258,PCT LB 105,0,16,0,0,0,0,0,REP Duncan Webb,REP
COLL,259,PCT LB 106,0,0,0,0,0,0,0,REP Duncan Webb,REP
COLL,260,PCT LB 107,0,2,0,0,0,0,0,REP Duncan Webb,REP
COLL,261,PCT LB 108,0,0,0,0,0,0,0,REP Duncan Webb,REP
COLL,262,PCT LB 109,0,0,0,0,0,0,0,REP Duncan Webb,REP
COLL,263,PCT LB 110,0,0,0,0,0,0,0,REP Duncan Webb,REP
COLL,264,PCT LB 111,0,0,0,0,0,0,0,REP Duncan Webb,REP
COLL,265,PCT LB 112,0,0,0,0,0,0,0,REP Duncan Webb,REP
COLL,266,PCT LB 113,0,0,0,0,0,0,0,REP Duncan Webb,REP
COLL,267,PCT LB 114,0,0,0,0,0,0,0,REP Duncan Webb,REP
