precinct,bg_geoid,weight
233,480850313211,0.997135
233,480850313212,0.617187
234,480850305111,0.503962
234,480850305112,0.017487
234,480850305113,0.012308
234,480850305121,0.0081
234,480850305122,0.002316
234,480850305181,0.001974
235,480850316591,0.016467
235,480850316592,0.572737
235,480850316601,0.007772
235,480850316621,0.007202
235,480850316631,0.994942
236,480850305441,0.777211
236,480850305442,0.656747
236,480850305451,0.199584
236,480850305491,0.003865
236,480850305502,0.006997
236,480850306072,0.113687
236,480850306094,0.001509
236,480850306095,0.004217
237,480850313192,0.021605
237,480850313301,0.001373
237,480850313312,0.202397
237,480850313321,0.002357
237,480850313322,0.998758
238,480850305162,0.427702
238,480850305171,0.006695
238,480850305173,0.998702
238,480850305174,0.996507
238,480850305402,0.995857
239,480850303031,0.996606
239,480850303032,0.998672
239,480850303035,0.995605
240,480850303071,0.999153
240,480850303073,0.359678
240,480850303074,0.006699
240,480850303075,0.090259
241,480850313271,0.992635
241,480850313272,0.210537
241,480850313281,0.00147
241,480850313291,0.107499
241,480850313292,0.335428
242,480850305421,0.995563
242,480850305422,0.999132
242,480850305423,0.290877
242,480850314161,0.007687
243,480850313142,0.843927
243,480850313262,0.491262
244,480850305111,0.002025
244,480850305121,0.990878
244,480850305122,0.996826
245,480850304061,0.981959
245,480850304062,0.976577
246,480850316771,0.00363
246,480850316772,0.002056
246,480850316781,0.998089
246,480850316782,0.999114
247,480850310071,0.015433
247,480850313141,0.129634
247,480850314191,0.14973
247,480850314192,0.999743
247,480850314201,0.00242
247,480850314202,0.557966
248,480850305191,0.211835
248,480850305202,0.007902
249,480850302042,0.042539
249,480850302051,1.0
249,480850302052,0.866949
250,480850305181,0.002698
250,480850305182,0.335512
251,480850302072,0.049983
251,480850302073,0.410175
252,480850303062,0.999637
252,480850303073,0.630396
